工廠名稱,工廠市鎮鄉村里,工廠組織型態,工廠登記核准年分,工廠登記狀態,產業類別,主要產品
生樺精織有限公司桃園廠,桃園市桃園區中德里,有限公司,73年,生產中,11紡織業,111紡紗
益和彩色印刷股份有限公司,桃園市桃園區泰山里,股份有限公司,76年,生產中,16印刷及資料儲存媒體複製業,160印刷及資料儲存媒體複製
合記興業有限公司,新北市新莊區福基里,有限公司,94年,生產中,25金屬製品製造業,254金屬加工處理
帝鑫工業社,彰化縣伸港鄉新港村,獨資,110年,生產中,22塑膠製品製造業、25金屬製品製造業,220塑膠製品、259其他金屬製品
台力橡膠股份有限公司分廠,高雄市阿蓮區石安里,股份有限公司,109年,生產中,21橡膠製品製造業,210橡膠製品
阡富企業社,桃園市八德區茄苳里,獨資,86年,生產中,30汽車及其零件製造業、31其他運輸工具及其零件製造業,303汽車零件、312機車及其零件
薇薾登股份有限公司二廠,桃園市觀音區樹林里,股份有限公司,110年,生產中,19其他化學製品製造業,191農藥及環境用藥
展顥國際有限公司,臺南市麻豆區寮?里,有限公司,110年,生產中,25金屬製品製造業,252金屬結構及建築組件
高成環保有限公司,臺中市太平區光隆里,有限公司,107年,生產中,14木竹製品製造業,140木竹製品
廣源有限公司,臺中市南屯區永定里,有限公司,83年,生產中,25金屬製品製造業、29機械設備製造業、30汽車及其零件製造業,259其他金屬製品、292其他專用機械設備、303汽車零件
宜勝橡膠股份有限公司,新北市新莊區西盛里,股份有限公司,111年,生產中,21橡膠製品製造業,210橡膠製品
歆錡科技股份有限公司,臺中市神岡區北庄里,股份有限公司,87年,生產中,25金屬製品製造業,254金屬加工處理
米迦專業烘焙有限公司,新北市土城區大安里,有限公司,110年,生產中,08食品製造業,089其他食品
貝爾威勒電子股份有限公司平鎮廠,桃園市平鎮區建安里,股份有限公司,110年,生產中,26電子零組件製造業,269其他電子零組件
茂豐精密工業股份有限公司八德廠,桃園市八德區大湳里,股份有限公司,110年,生產中,26電子零組件製造業、27電腦、電子產品及光學製品製造業、30汽車及其零件製造業,269其他電子零組件、277光學儀器及設備、303汽車零件
冠格科技股份有限公司三廠,桃園市楊梅區瑞坪里,股份有限公司,105年,生產中,22塑膠製品製造業,220塑膠製品
源友企業股份有限公司平鎮廠,桃園市平鎮區湧豐里,股份有限公司,103年,生產中,08食品製造業、09飲料製造業,086碾榖、磨粉及澱粉製品、089其他食品、092非酒精飲料
超人生技有限公司,彰化縣埔鹽鄉埔南村,有限公司,111年,生產中,33其他製造業,332醫療器材及用品
冠彰工業有限公司,彰化縣鹿港鎮東石里,有限公司,110年,生產中,25金屬製品製造業,254金屬加工處理
金竑精密股份有限公司中清廠,臺中市大雅區四德里,股份有限公司,111年,生產中,29機械設備製造業,291金屬加工用機械設備
上海印刷廠股份有限公司,新北市土城區頂埔里,股份有限公司,89年,生產中,16印刷及資料儲存媒體複製業,160印刷及資料儲存媒體複製
巨詣實業有限公司深坑廠,新北市深坑區萬順里,有限公司,89年,生產中,25金屬製品製造業、29機械設備製造業,259其他金屬製品、293通用機械設備
和好企業股份有限公司,高雄市前鎮區信義里,股份有限公司,110年,生產中,33其他製造業,332醫療器材及用品
潤泰全球股份有限公司楊梅二廠,桃園市楊梅區上湖里,股份有限公司,84年,生產中,11紡織業,115紡織品
燁輝企業股份有限公司機械廠,高雄市橋頭區芋寮里,股份有限公司,79年,生產中,29機械設備製造業,293通用機械設備
憲峰企業股份有限公司,彰化縣鹿港鎮海埔里,股份有限公司,92年,生產中,25金屬製品製造業,254金屬加工處理
威聯通科技股份有限公司七堵二廠,基隆市七堵區六堵里,股份有限公司,108年,生產中,25金屬製品製造業、26電子零組件製造業、27電腦、電子產品及光學製品製造業,259其他金屬製品、269其他電子零組件、272通訊傳播設備、271電腦及其週邊設備
鈺長科技有限公司,彰化縣線西鄉溝內村,有限公司,110年,生產中,23非金屬礦物製品製造業,239其他非金屬礦物製品
東南實業股份有限公司蘇澳總廠鹽酸工廠,宜蘭縣蘇澳鎮新城里,股份有限公司,105年,生產中,08食品製造業,089其他食品
精宬工業有限公司,彰化縣和美鎮大霞里,有限公司,110年,生產中,25金屬製品製造業、29機械設備製造業,259其他金屬製品、293通用機械設備
康金有限公司,新北市新店區德安里,有限公司,110年,生產中,28電力設備及配備製造業,284照明設備及配備
昭侒化工有限公司,高雄市大寮區大寮里,有限公司,100年,生產中,18化學材料及肥料製造業,184塑膠及合成橡膠原料
啟興精密工業股份有限公司,臺中市大里區新仁里,股份有限公司,82年,生產中,25金屬製品製造業、29機械設備製造業,259其他金屬製品、293通用機械設備、291金屬加工用機械設備
儕鋒化粧品有限公司,新北市汐止區長安里,有限公司,78年,生產中,19其他化學製品製造業,193清潔用品及化粧品
大方線索工業股份有限公司,高雄市大寮區大寮里,股份有限公司,79年,生產中,11紡織業,115紡織品
良品窯業股份有限公司,新北市鶯歌區西鶯里,股份有限公司,77年,生產中,23非金屬礦物製品製造業,232耐火、黏土建材及其他陶瓷製品、239其他非金屬礦物製品
森格科技有限公司中壢廠,桃園市中壢區內定里,有限公司,110年,生產中,26電子零組件製造業,269其他電子零組件
元山科技工業股份有限公司,高雄市仁武區竹後里,股份有限公司,79年,生產中,29機械設備製造業、26電子零組件製造業、28電力設備及配備製造業,293通用機械設備、269其他電子零組件、285家用電器、284照明設備及配備
鉅欣刀模企業社,臺中市大里區立德里,獨資,110年,生產中,25金屬製品製造業、22塑膠製品製造業,251金屬刀具、手工具及模具、220塑膠製品
功得電子工業股份有限公司,臺北市北投區一德里,股份有限公司,77年,生產中,26電子零組件製造業、28電力設備及配備製造業,269其他電子零組件、262被動電子元件、281發電、輸電及配電機械
台安度量衡器有限公司,桃園市八德區茄苳里,有限公司,85年,生產中,27電腦、電子產品及光學製品製造業,275量測、導航、控制設備及鐘錶
五泰文具材料有限公司,臺北市中正區南福里,有限公司,65年,生產中,22塑膠製品製造業,220塑膠製品
佳成食品廠,臺北市信義區六合里,獨資,60年,生產中,08食品製造業,083蔬果加工、086碾榖、磨粉及澱粉製品
瑞通電器工業股份有限公司,臺北市萬華區忠德里,股份有限公司,68年,生產中,27電腦、電子產品及光學製品製造業,272通訊傳播設備
捷路安國際有限公司,桃園市八德區茄苳里,有限公司,87年,生產中,30汽車及其零件製造業、29機械設備製造業,303汽車零件、293通用機械設備
僑?企業股份有限公司,臺北市南港區玉成里,股份有限公司,72年,生產中,33其他製造業,339未分類其他製品
一品光學工業股份有限公司北投廠,臺北市北投區八仙里,股份有限公司,91年,生產中,25金屬製品製造業、26電子零組件製造業、27電腦、電子產品及光學製品製造業,251金屬刀具、手工具及模具、269其他電子零組件、271電腦及其週邊設備、272通訊傳播設備、277光學儀器及設備
德佳鋼鐵有限公司內湖廠,臺北市內湖區蘆洲里,有限公司,101年,生產中,25金屬製品製造業,254金屬加工處理
可成生物科技股份有限公司,高雄市路竹區北嶺里,股份有限公司,106年,生產中,22塑膠製品製造業、25金屬製品製造業、33其他製造業,220塑膠製品、254金屬加工處理、259其他金屬製品、332醫療器材及用品
?豪企業社,臺中市潭子區大豐里,獨資,110年,生產中,25金屬製品製造業、29機械設備製造業、30汽車及其零件製造業、31其他運輸工具及其零件製造業,254金屬加工處理、292其他專用機械設備、303汽車零件、313自行車及其零件
漢磊科技股份有限公司研發廠,新竹縣寶山鄉,股份有限公司,75年,生產中,26電子零組件製造業,261半導體
新源食品有限公司燕巢廠,高雄市燕巢區安招里,有限公司,110年,生產中,08食品製造業,089其他食品
晉弘強化塑膠企業行岡山廠,高雄市岡山區灣裡里,合夥,110年,生產中,22塑膠製品製造業,220塑膠製品
森林工業股份有限公司工廠,彰化縣二水鄉裕民村,股份有限公司,88年,生產中,28電力設備及配備製造業,285家用電器
李洲科技股份有限公司龜山廠,桃園市龜山區山頂里,股份有限公司,85年,生產中,25金屬製品製造業、29機械設備製造業、26電子零組件製造業、22塑膠製品製造業、28電力設備及配備製造業,259其他金屬製品、293通用機械設備、269其他電子零組件、220塑膠製品、285家用電器
三峰鐵工廠,嘉義市東區後湖里,獨資,75年,生產中,25金屬製品製造業,259其他金屬製品
奧迪恩科技股份有限公司,新北市新莊區西盛里,股份有限公司,111年,生產中,29機械設備製造業,292其他專用機械設備、293通用機械設備
雙富工業股份有限公司,彰化縣芳苑鄉後寮村,股份有限公司,110年,生產中,22塑膠製品製造業,220塑膠製品
立豐炭酸股份有限公司苗栗工廠,苗栗縣苗栗市福安里,股份有限公司,68年,生產中,18化學材料及肥料製造業,181化學原材料
日正食品工業股份有限公司南崗二廠,南投縣南投市永豐里,股份有限公司,106年,生產中,08食品製造業,086碾榖、磨粉及澱粉製品、089其他食品
昶運電子股份有限公司,桃園市蘆竹區內厝里,股份有限公司,95年,生產中,26電子零組件製造業,263印刷電路板
志昌邱鋼鐵股份有限公司官田廠,臺南市官田區二鎮里,股份有限公司,110年,生產中,25金屬製品製造業,254金屬加工處理
源裕紙器加工社,桃園市中壢區普忠里,獨資,110年,生產中,22塑膠製品製造業,220塑膠製品
正揚科技股份有限公司,新北市新店區寶福里,股份有限公司,110年,生產中,28電力設備及配備製造業,284照明設備及配備
鑫祥環保有限公司,臺東縣臺東市豐田里,有限公司,110年,生產中,30汽車及其零件製造業、30汽車及其零件製造業,303汽車零件
日威貿易股份有限公司,彰化縣和美鎮好修里,股份有限公司,111年,生產中,22塑膠製品製造業,220塑膠製品
加堤企業有限公司工廠,臺南市歸仁區大廟里,有限公司,95年,生產中,33其他製造業,332醫療器材及用品
